"종목","기호","거래소","부문","산업"
"Virtus Inv","VRTS","나스닥","금융","투자 서비스"
"Federal Home Loan","FMCC","OTC Markets","금융","소비자 금융 서비스"
"Social Capital Hedosophia","IPOA","뉴욕","금융","다종 금융 서비스"
"TriCo","TCBK","나스닥","금융","지방 은행"
"Trupanion Inc","TRUP","나스닥","금융","보험(상해와 건강)"
"Associated Capital Group Inc","AC","뉴욕","금융","투자 서비스"
"CPB Inc","CPF","뉴욕","금융","지방 은행"
"Solar Capital","SLRC","나스닥","금융","다종 금융 서비스"
"Triumph Bancorp","TBK","나스닥","금융","지방 은행"
"TrustCo Bank","TRST","나스닥","금융","지방 은행"
"Green Bancrp Inc","GNBC","나스닥","금융","지방 은행"
"Guaranty Bancorp","GBNK","나스닥","금융","지방 은행"
"United Financial Bancorp","UBNK","나스닥","금융","지방 은행"
"MBIA Inc","MBI","뉴욕","금융","보험 (손해)"
"United Insurance Holdings Corp","UIHC","나스닥","금융","보험 (손해)"
"CoBiz Financial","COBZ","나스닥","금융","지방 은행"
"Victory Capital","VCTR","나스닥","금융","투자 서비스"
"TCP Capital Corp","TCPC","나스닥","금융","다종 금융 서비스"
"Carolina Financial","CARO","나스닥","금융","지방 은행"
"Univest Corp","UVSP","나스닥","금융","지방 은행"
"American Overseas","AOREF","OTC Markets","금융","보험 (손해)"
"Capstead Mort","CMO","뉴욕","금융","지방 은행"
"Community Tr","CTBI","나스닥","금융","지방 은행"
"Stock Yards Bancorp","SYBT","나스닥","금융","지방 은행"
"Republic BCorp","RBCAA","나스닥","금융","지방 은행"
"INTL FCStone","INTL","나스닥","금융","투자 서비스"
"Exela Tech","XELA","나스닥","금융","소비자 금융 서비스"
"Flushing Fin.","FFIC","나스닥","금융","지방 은행"
"Asya Katilim Bankasi","ASYKF","OTC Markets","금융","지방 은행"
"Curo Group","CURO","뉴욕","금융","소비자 금융 서비스"
"HomeStreet Inc","HMST","나스닥","금융","지방 은행"
"German American","GABC","나스닥","금융","지방 은행"
"Northfield Bancorp","NFBK","나스닥","금융","지방 은행"
"Pzena Inv Mgmt","PZN","뉴욕","금융","투자 서비스"
"Horizon Bancorp","HBNC","나스닥","금융","지방 은행"
"National Commerce Corp","NCOM","나스닥","금융","지방 은행"
"Midland States Banc","MSBI","나스닥","금융","지방 은행"
"Enova International Inc","ENVA","뉴욕","금융","소비자 금융 서비스"
"Kleinwort Benson","RHJIF","OTC Markets","금융","투자 서비스"
"CBTX","CBTX","나스닥","금융","지방 은행"
"Sterling Bancorp","SBT","나스닥","금융","지방 은행"
"Granite Point Mortgage","GPMT","뉴욕","금융","소비자 금융 서비스"
"Cass Info","CASS","나스닥","금융","소비자 금융 서비스"
"Oritani Fin.","ORIT","나스닥","금융","지방 은행"
"China Internet Financial","CIFS","나스닥","금융","투자 서비스"
"Gamco Investors","GBL","뉴욕","금융","투자 서비스"
"Diamond Hill","DHIL","나스닥","금융","투자 서비스"
"Great Southern","GSBC","나스닥","금융","지방 은행"
"Ambac","AMBC","나스닥","금융","보험 (손해)"
"EZCORP","EZPW","나스닥","금융","소비자 금융 서비스"
"Avista Healthcare Public","AHPA","나스닥","금융","다종 금융 서비스"
"First Nat Bank Alaska","FBAK","OTC Markets","금융","지방 은행"
"Dime Community","DCOM","나스닥","금융","지방 은행"
"First of Long","FLIC","나스닥","금융","지방 은행"
"Camden National","CAC","나스닥","금융","지방 은행"
"Byline Bancorp","BY","뉴욕","금융","지방 은행"
"TriState","TSC","나스닥","금융","지방 은행"
"Bridge Bancorp","BDGE","나스닥","금융","지방 은행"
"NY Mortgage","NYMT","나스닥","금융","소비자 금융 서비스"
"First Foundation Inc","FFWM","나스닥","금융","지방 은행"
"Peoples Bancorp","PEBO","나스닥","금융","지방 은행"
"Investment Tech","ITG","뉴욕","금융","투자 서비스"
"Luther Burbank","LBC","나스닥","금융","지방 은행"
"Merchants Bancorp","MBIN","나스닥","금융","지방 은행"
"Ladenburg Thalm","LTS","뉴욕","금융","투자 서비스"
"H.C.C.","HTBK","나스닥","금융","지방 은행"
"Peapack-Gladst.","PGC","나스닥","금융","지방 은행"
"Veritex Holdings Inc","VBTX","나스닥","금융","지방 은행"
"QCR Holdings","QCRH","나스닥","금융","지방 은행"
"Fidelity Southe","LION","나스닥","금융","지방 은행"
"People’s Utah Bancorp","PUB","나스닥","금융","지방 은행"
"Osprey Energy A","OSPR","나스닥","금융","다종 금융 서비스"
"The Bancorp","TBBK","나스닥","금융","지방 은행"
"Global Indemnity","GBLI","나스닥","금융","보험 (손해)"
"Fifth Street","OCSL","나스닥","금융","다종 금융 서비스"
"Access National","ANCX","나스닥","금융","지방 은행"
"First Defiance","FDEF","나스닥","금융","지방 은행"
"Greenlight Capital Re","GLRE","나스닥","금융","보험 (손해)"
"HarborOne Banc","HONE","나스닥","금융","지방 은행"
"Landcadia A","LCA","나스닥","금융","다종 금융 서비스"
"EMC Insurance","EMCI","나스닥","금융","보험 (손해)"
"Equity Bancshares Inc","EQBK","나스닥","금융","지방 은행"
"Mercantile Bank","MBWM","나스닥","금융","지방 은행"
"Blue Hills","BHBK","나스닥","금융","지방 은행"
"Ocwen Financial","OCN","뉴욕","금융","소비자 금융 서비스"
"Hexindai","HX","나스닥","금융","소비자 금융 서비스"
"Pennymac Fnl Ser","PFSI","뉴욕","금융","소비자 금융 서비스"
"Maiden Holdings","MHLD","나스닥","금융","보험 (생명)"
"RPX Corp","RPXC","나스닥","금융","다종 금융 서비스"
"Triangle Cptl","TCAP","뉴욕","금융","다종 금융 서비스"
"Nicolet Bankshares Inc","NCBS","나스닥","금융","지방 은행"
"Independ. Hldg","IHC","뉴욕","금융","보험 (생명)"
"First Financial","THFF","나스닥","금융","지방 은행"
"Net 1 UEPS Techno","UEPS","나스닥","금융","소비자 금융 서비스"
"B. Riley Financial","RILY","나스닥","금융","투자 서비스"
"Allegiance Bancshares Inc","ABTX","나스닥","금융","지방 은행"
"First Community","FCBC","나스닥","금융","지방 은행"
"Industrea Acquisition","INDUU","나스닥","금융","다종 금융 서비스"
"Industrea Acquisition A","INDU","나스닥","금융","다종 금융 서비스"
"Waterstone Fin.","WSBF","나스닥","금융","지방 은행"
"PennantPark Floating Rate Capital","PFLT","나스닥","금융","투자 서비스"
"Cowen Group","COWN","나스닥","금융","투자 서비스"
