Name,Symbol,Exchange,Sector,Industry,Listing_status,Delisting_date,New_listing_date
SKP Securities,SKPS,BSE,금융,투자 서비스,O,null,null
Intellivate Capital Ventures,INTV,BSE,금융,투자 서비스,O,null,null
Onelife Capital Advisors Ltd,ONEL,NSE,금융,투자 서비스,O,null,null
Onelife Capital Advisors Ltd,ONEL,BSE,금융,투자 서비스,O,null,null
BLB Ltd,BLB,BSE,금융,투자 서비스,O,null,null
BLB Ltd,BLB,NSE,금융,투자 서비스,O,null,null
Goyal Associates,GOYA,BSE,금융,투자 서비스,O,null,null
Transwarranty Finance Ltd,TRFI,NSE,금융,소비자 금융 서비스,O,null,null
Transwarranty Finance Ltd,TRFI,BSE,금융,소비자 금융 서비스,O,null,null
Picturehouse Media,PICT,BSE,금융,다종 금융 서비스,O,null,null
Capital Trade Links Ltd,CAPI,BSE,금융,소비자 금융 서비스,O,null,null
Roselabs Finance,ROSF,BSE,금융,투자 서비스,O,null,null
Tilak Ventures,TILV,BSE,금융,다종 금융 서비스,O,null,null
Integrated Financial Services,IFSL,BSE,금융,다종 금융 서비스,O,null,null
Unno Industries Ltd-BO,UNNO,BSE,금융,투자 서비스,O,null,null
ARC Finance,ARCF,BSE,금융,소비자 금융 서비스,O,null,null
PMC Fincorp Ltd-BO,PRMF,BSE,금융,투자 서비스,O,null,null
Sharp Investments Ltd,SINV,BSE,금융,투자 서비스,O,null,null
Khandwala Securities,KHSE,NSE,금융,투자 서비스,O,null,null
Khandwala Securities,KHSE,BSE,금융,투자 서비스,O,null,null
Cubical Financial Services,CUBI,BSE,금융,투자 서비스,O,null,null
Innovassynth Investments,INNO,BSE,금융,투자 서비스,O,null,null
NCLResearch Financial,NCRF,BSE,금융,다종 금융 서비스,O,null,null
Indian Infotech Software Ltd BSE,IISL,BSE,금융,소비자 금융 서비스,O,null,null
Econo Trade India,ECON,BSE,금융,소비자 금융 서비스,O,null,null
Vertex Securities,VRTS,BSE,금융,투자 서비스,O,null,null
Crescent Leasing,CREN,BSE,금융,소비자 금융 서비스,O,null,null
Universal Credits,UNCS,BSE,금융,투자 서비스,O,null,null
Mefcom Capital,MECM,BSE,금융,투자 서비스,O,null,null
IM+ Capitals,IMCA,BSE,금융,투자 서비스,O,null,null
Midas Infra Trade,MITR,BSE,금융,투자 서비스,O,null,null
Geefcee Finance,GEEI,BSE,금융,다종 금융 서비스,O,null,null
Shree Nidhi Trading,SNTC,BSE,금융,소비자 금융 서비스,O,null,null
J Taparia Projects,JTAP,BSE,금융,소비자 금융 서비스,O,null,null
Apple Finance,APLF,BSE,금융,다종 금융 서비스,O,null,null
Prism Medico and Pharmacy,PRIE,BSE,금융,다종 금융 서비스,O,null,null
Sun and Shine Worldwide,SUNS,BSE,금융,투자 서비스,O,null,null
Mathew Easow Research Securities,MATH,BSE,금융,소비자 금융 서비스,O,null,null
Trinity Tradelink Ltd-BO,TRNI,BSE,금융,투자 서비스,O,null,null
Meenakshi Enterprises,MEEA,BSE,금융,투자 서비스,O,null,null
Sun Techno Overseas,STOL,BSE,금융,투자 서비스,O,null,null
BAMPSL Securities,BAMS,BSE,금융,투자 서비스,O,null,null
Alexander Stamps and Coin,ALEX,BSE,금융,투자 서비스,O,null,null
Comfort Commotrade,CMFC,BSE,금융,투자 서비스,O,null,null
Titan Securities,TSEC,BSE,금융,투자 서비스,O,null,null
Adinath Exim Resources,ADIN,BSE,금융,소비자 금융 서비스,O,null,null
India Cements Capital,ICCA,BSE,금융,투자 서비스,O,null,null
Noble Explochem,NOBL,BSE,금융,다종 금융 서비스,O,null,null
Global Capital Markets,GLCM,BSE,금융,투자 서비스,O,null,null
Achal Investments Ltd,ACHL,BSE,금융,소비자 금융 서비스,O,null,null
United Credit,UCRE,BSE,금융,소비자 금융 서비스,O,null,null
N2N Tech,NNTL,BSE,금융,투자 서비스,O,null,null
Monnet Project Developers,MOPD,BSE,금융,다종 금융 서비스,O,null,null
Aadhaar Ventures India,AADH,BSE,금융,소비자 금융 서비스,O,null,null
Abhinav Leasing,ABHI,BSE,금융,소비자 금융 서비스,O,null,null
Bharat Bhushan Brokers,BBSS,BSE,금융,투자 서비스,O,null,null
Paragon Finance,PRFN,BSE,금융,소비자 금융 서비스,O,null,null
Essar Securities,ESAR,BSE,금융,투자 서비스,O,null,null
Esaar,ESRI,BSE,금융,투자 서비스,O,null,null
Mindvision Capital,MINV,BSE,금융,투자 서비스,O,null,null
IFL Promoters,IFL,BSE,금융,투자 서비스,O,null,null
Shricon Ind,SHCN,BSE,금융,다종 금융 서비스,O,null,null
Odyssey,ODYC,BSE,금융,소비자 금융 서비스,O,null,null
Gujarat Lease Financing Ltd,GLSE,NSE,금융,다종 금융 서비스,O,null,null
Gujarat Lease Financing Ltd,GLSE,BSE,금융,다종 금융 서비스,O,null,null
Aravali Securities and Finance,ARVL,BSE,금융,투자 서비스,O,null,null
GCM Capital,GCMA,BSE,금융,투자 서비스,O,null,null
Panafic Industrials Ltd,PANF,BSE,금융,소비자 금융 서비스,O,null,null
ACIL Cotton Ind,ACIL,BSE,금융,투자 서비스,O,null,null
Kreon Finnancial Services,KREN,BSE,금융,다종 금융 서비스,O,null,null
SSPN Finance,SSPN,BSE,금융,투자 서비스,O,null,null
Alka Securities,ALKA,BSE,금융,투자 서비스,O,null,null
Regal Entertainement And Consultants,RFCL,BSE,금융,투자 서비스,O,null,null
Nicco UCO Alliance Credit,NIAC,BSE,금융,다종 금융 서비스,O,null,null
TTI Enterprise,TTIE,BSE,금융,소비자 금융 서비스,O,null,null
Visagar Financial Services,VISG,BSE,금융,소비자 금융 서비스,O,null,null
Arunjyoti Bio Ventures,CTPL,BSE,금융,투자 서비스,O,null,null
Mahan Ind,MFSL,BSE,금융,투자 서비스,O,null,null
Ramchandra Leasing and Finance,RALF,BSE,금융,소비자 금융 서비스,O,null,null
Manor Estates and Ind,KRAN,BSE,금융,다종 금융 서비스,O,null,null
A F Enterprises,AFET,BSE,금융,다종 금융 서비스,O,null,null
Proaim Enterprises Ltd,PROA,BSE,금융,소비자 금융 서비스,O,null,null
Palco,PNAL,BSE,금융,다종 금융 서비스,O,null,null
Aarya Global Shares and Securities,ARYA,BSE,금융,투자 서비스,O,null,null
Birla Capital and Financial Services,BLIN,BSE,금융,다종 금융 서비스,O,null,null
Novagold Petro Resources,NGPR,BSE,금융,투자 서비스,O,null,null
Charms Ind,CHRM,BSE,금융,소비자 금융 서비스,O,null,null
Beeyu Overseas,BEYO,BSE,금융,다종 금융 서비스,O,null,null
DFL Infrastructure Finance,DFLI,BSE,금융,소비자 금융 서비스,O,null,null
Silicon Valley Infotech,SVIL,BSE,금융,소비자 금융 서비스,O,null,null
Aditya Birla Nuvo,ABRL,NSE,금융,보험 (생명),O,null,null
Punjab Bank,PNBK,BSE,금융,지방 은행,O,null,null
Punjab Bank,PNBK,NSE,금융,지방 은행,O,null,null
Cholamandalam Inv. and Finance,CHLA,BSE,금융,소비자 금융 서비스,O,null,null
Cholamandalam Inv. and Finance,CHLA,NSE,금융,소비자 금융 서비스,O,null,null
Power Finance Corporation,PWFC,BSE,금융,소비자 금융 서비스,O,null,null
Power Finance Corporation,PWFC,NSE,금융,소비자 금융 서비스,O,null,null
IIFL Holdings,IIFL,BSE,금융,소비자 금융 서비스,O,null,null
IIFL Holdings,IIFL,NSE,금융,소비자 금융 서비스,O,null,null
Edelweiss Financial Services,EDEL,BSE,금융,투자 서비스,O,null,null
Edelweiss Financial Services,EDEL,NSE,금융,투자 서비스,O,null,null
PNB Housing Finance,PNBH,BSE,금융,소비자 금융 서비스,O,null,null
PNB Housing Finance,PNBH,NSE,금융,소비자 금융 서비스,O,null,null
GRUH Finance,GRUH,BSE,금융,소비자 금융 서비스,O,null,null
GRUH Finance,GRUH,NSE,금융,소비자 금융 서비스,O,null,null
RBL Bank,RATB,BSE,금융,지방 은행,O,null,null
RBL Bank,RATB,NSE,금융,지방 은행,O,null,null
IDBI Bank,IDBI,BSE,금융,지방 은행,O,null,null
IDBI Bank,IDBI,NSE,금융,지방 은행,O,null,null
ING Vysya Bank,VYSA,NSE,금융,지방 은행,O,null,null
Sundaram Finance,SNFN,NSE,금융,소비자 금융 서비스,O,null,null
Sundaram Finance,SNFN,BSE,금융,소비자 금융 서비스,O,null,null
AU Small Finance Bank,AUFI,NSE,금융,소비자 금융 서비스,O,null,null
AU Small Finance Bank,AUFI,BSE,금융,소비자 금융 서비스,O,null,null
The Federal Bank,FED,BSE,금융,지방 은행,O,null,null
The Federal Bank,FED,NSE,금융,지방 은행,O,null,null
Muthoot Finance Ltd,MUTT,BSE,금융,소비자 금융 서비스,O,null,null
Muthoot Finance Ltd,MUTT,NSE,금융,소비자 금융 서비스,O,null,null
IDFC Bank Ltd,IDFB,NSE,금융,지방 은행,O,null,null
IDFC Bank Ltd,IDFB,BSE,금융,지방 은행,O,null,null
Dewan Housing Finance,DWNH,BSE,금융,소비자 금융 서비스,O,null,null
Dewan Housing Finance,DWNH,NSE,금융,소비자 금융 서비스,O,null,null
Canara Bank,CNBK,BSE,금융,지방 은행,O,null,null
Canara Bank,CNBK,NSE,금융,지방 은행,O,null,null
Bharat Financial,BHAF,BSE,금융,소비자 금융 서비스,O,null,null
Bharat Financial,BHAF,NSE,금융,소비자 금융 서비스,O,null,null
Reliance Nippon Life,RELL,BSE,금융,투자 서비스,O,null,null
Reliance Nippon Life,RELL,NSE,금융,투자 서비스,O,null,null
Motilal Oswal Financials,MOFS,BSE,금융,투자 서비스,O,null,null
Motilal Oswal Financials,MOFS,NSE,금융,투자 서비스,O,null,null
Indian Bank,INBA,BSE,금융,지방 은행,O,null,null
Indian Bank,INBA,NSE,금융,지방 은행,O,null,null
Central Bank of India,CBI,BSE,금융,지방 은행,O,null,null
Central Bank of India,CBI,NSE,금융,지방 은행,O,null,null
Shriram City Union Finance Ltd,SHCU,BSE,금융,소비자 금융 서비스,O,null,null
Shriram City Union Finance Ltd,SHCU,NSE,금융,소비자 금융 서비스,O,null,null
Housing Urban Develop,HUDC,NSE,금융,소비자 금융 서비스,O,null,null
Housing Urban Develop,HUDC,BSE,금융,소비자 금융 서비스,O,null,null
Indiabulls Ventures,INDB,NSE,금융,투자 서비스,O,null,null
Indiabulls Ventures,INDB,BSE,금융,투자 서비스,O,null,null
Sun Pharma AR,SUN,NSE,보건의료,생물공학 및 약품,O,null,null
Sun Pharma AR,SUN,BSE,보건의료,생물공학 및 약품,O,null,null
Cipla,CIPL,NSE,보건의료,생물공학 및 약품,O,null,null
Cipla,CIPL,BSE,보건의료,생물공학 및 약품,O,null,null
Piramal Enterprises Ltd,PIRA,NSE,보건의료,생물공학 및 약품,O,null,null
Piramal Enterprises Ltd,PIRA,BSE,보건의료,생물공학 및 약품,O,null,null
Cadila Healthcare,CADI,BSE,보건의료,생물공학 및 약품,O,null,null
Cadila Healthcare,CADI,NSE,보건의료,생물공학 및 약품,O,null,null
지멘스,SIEM,BSE,보건의료,의료 장비와 용품,O,null,null
지멘스,SIEM,NSE,보건의료,의료 장비와 용품,O,null,null
Biocon,BION,BSE,보건의료,생물공학 및 약품,O,null,null
Biocon,BION,NSE,보건의료,생물공학 및 약품,O,null,null
Ranbaxy Lab.,RANB,NSE,보건의료,생물공학 및 약품,O,null,null
Dr Reddys Lab,REDY,NSE,보건의료,생물공학 및 약품,O,null,null
Dr Reddys Lab,REDY,BSE,보건의료,생물공학 및 약품,O,null,null
Lupin,LUPN,BSE,보건의료,생물공학 및 약품,O,null,null
Lupin,LUPN,NSE,보건의료,생물공학 및 약품,O,null,null
Aurobindo Pharma,ARBN,NSE,보건의료,기간 약품,O,null,null
Aurobindo Pharma,ARBN,BSE,보건의료,기간 약품,O,null,null
Divis Laboratories,DIVI,NSE,보건의료,생물공학 및 약품,O,null,null
Divis Laboratories,DIVI,BSE,보건의료,생물공학 및 약품,O,null,null
Alkem Laboratories Ltd,ALKE,NSE,보건의료,생물공학 및 약품,O,null,null
Alkem Laboratories Ltd,ALKE,BSE,보건의료,생물공학 및 약품,O,null,null
Torrent Pharmaceuticals,TORP,NSE,보건의료,생물공학 및 약품,O,null,null
Torrent Pharmaceuticals,TORP,BSE,보건의료,생물공학 및 약품,O,null,null
GSK Pharmaceuticals,GLAX,NSE,보건의료,생물공학 및 약품,O,null,null
GSK Pharmaceuticals,GLAX,BSE,보건의료,생물공학 및 약품,O,null,null
Glenmark Pharmaceuticals,GLEN,NSE,보건의료,생물공학 및 약품,O,null,null
Glenmark Pharmaceuticals,GLEN,BSE,보건의료,생물공학 및 약품,O,null,null
Apollo Hospitals,APLH,BSE,보건의료,헬쓰케어 설비,O,null,null
Apollo Hospitals,APLH,NSE,보건의료,헬쓰케어 설비,O,null,null
Natco Pharma Ltd,NATP,BSE,보건의료,생물공학 및 약품,O,null,null
Natco Pharma Ltd,NATP,NSE,보건의료,생물공학 및 약품,O,null,null
Jubilant Life Sciences,JULS,NSE,보건의료,생물공학 및 약품,O,null,null
Jubilant Life Sciences,JULS,BSE,보건의료,생물공학 및 약품,O,null,null
Ajanta Pharma Ltd,AJPH,BSE,보건의료,생물공학 및 약품,O,null,null
Ajanta Pharma Ltd,AJPH,NSE,보건의료,생물공학 및 약품,O,null,null
Sanofi India,SANO,BSE,보건의료,생물공학 및 약품,O,null,null
Sanofi India,SANO,NSE,보건의료,생물공학 및 약품,O,null,null
Syngene International Ltd,SYNN,NSE,보건의료,생물공학 및 약품,O,null,null
Syngene International Ltd,SYNN,BSE,보건의료,생물공학 및 약품,O,null,null
Abbott India Ltd,ABOT,NSE,보건의료,생물공학 및 약품,O,null,null
Abbott India Ltd,ABOT,BSE,보건의료,생물공학 및 약품,O,null,null
Eris Lifesciences,ERIS,BSE,보건의료,생물공학 및 약품,O,null,null
Eris Lifesciences,ERIS,NSE,보건의료,생물공학 및 약품,O,null,null
Alembic Pharmaceuticals Ltd,ALEM,BSE,보건의료,생물공학 및 약품,O,null,null
Alembic Pharmaceuticals Ltd,ALEM,NSE,보건의료,생물공학 및 약품,O,null,null
화이자,PFIZ,BSE,보건의료,생물공학 및 약품,O,null,null
화이자,PFIZ,NSE,보건의료,생물공학 및 약품,O,null,null
Sun Pharma Adv. Research,SPRC,BSE,보건의료,생물공학 및 약품,O,null,null
Hikal Ltd,HIKA,BSE,보건의료,생물공학 및 약품,O,null,null
Hikal Ltd,HIKA,NSE,보건의료,생물공학 및 약품,O,null,null
Panacea Biotec,PNCA,NSE,보건의료,생물공학 및 약품,O,null,null
Panacea Biotec,PNCA,BSE,보건의료,생물공학 및 약품,O,null,null
Novartis India Ltd BSE,NOIN,BSE,보건의료,생물공학 및 약품,O,null,null
Alembic Ltd,ALMC,BSE,보건의료,생물공학 및 약품,O,null,null
Alembic Ltd,ALMC,NSE,보건의료,생물공학 및 약품,O,null,null
Morepen Laboratories Ltd,MORL,BSE,보건의료,생물공학 및 약품,O,null,null
Morepen Laboratories Ltd,MORL,NSE,보건의료,생물공학 및 약품,O,null,null
Hester Biosciences Ltd,HEST,BSE,보건의료,생물공학 및 약품,O,null,null
Hester Biosciences Ltd,HEST,NSE,보건의료,생물공학 및 약품,O,null,null
Kovai Medical Center and Hospital,KMCH,BSE,보건의료,헬쓰케어 설비,O,null,null
Marksans Pharma Ltd,MARK,BSE,보건의료,생물공학 및 약품,O,null,null
Marksans Pharma Ltd,MARK,NSE,보건의료,생물공학 및 약품,O,null,null
Aarti Drugs Ltd,ADRG,BSE,보건의료,생물공학 및 약품,O,null,null
Aarti Drugs Ltd,ADRG,NSE,보건의료,생물공학 및 약품,O,null,null
Astec Lifesciences Ltd,ASTE,NSE,보건의료,생물공학 및 약품,O,null,null
Astec Lifesciences Ltd,ASTE,BSE,보건의료,생물공학 및 약품,O,null,null
Gufic Biosciences Ltd,GUFI,NSE,보건의료,생물공학 및 약품,O,null,null
Gufic Biosciences Ltd,GUFI,BSE,보건의료,생물공학 및 약품,O,null,null
TTK Healthcare,TTKH,BSE,보건의료,생물공학 및 약품,O,null,null
TTK Healthcare,TTKH,NSE,보건의료,생물공학 및 약품,O,null,null
Amrutanjan Health Care Ltd,AJAN,NSE,보건의료,생물공학 및 약품,O,null,null
Amrutanjan Health Care Ltd,AJAN,BSE,보건의료,생물공학 및 약품,O,null,null
Medicamen Biotech,MEBI,BSE,보건의료,생물공학 및 약품,O,null,null
Artemis Global,ARTM,NSE,보건의료,헬쓰케어 설비,O,null,null
Artemis Global,ARTM,BSE,보건의료,헬쓰케어 설비,O,null,null
Rpg Life Sciences Ltd,RPGL,BSE,보건의료,생물공학 및 약품,O,null,null
Neul Laboratories Ltd,NEUL,NSE,보건의료,기간 약품,O,null,null
Rpg Life Sciences Ltd,RPGL,NSE,보건의료,생물공학 및 약품,O,null,null
Neul Laboratories Ltd,NEUL,BSE,보건의료,기간 약품,O,null,null
SMS Pharmaceuticals Ltd,SMSP,NSE,보건의료,생물공학 및 약품,O,null,null
SMS Pharmaceuticals Ltd,SMSP,BSE,보건의료,생물공학 및 약품,O,null,null
Nectar Lifesciences Ltd,NECT,BSE,보건의료,생물공학 및 약품,O,null,null
Nectar Lifesciences Ltd,NECT,NSE,보건의료,생물공학 및 약품,O,null,null
Themis Medicare Ltd,THEM,BSE,보건의료,기간 약품,O,null,null
Themis Medicare Ltd,THEM,NSE,보건의료,기간 약품,O,null,null
Indraprastha Medical,IMCL,BSE,보건의료,헬쓰케어 설비,O,null,null
Indraprastha Medical,IMCL,NSE,보건의료,헬쓰케어 설비,O,null,null
Lincoln Pharmaceuticals Ltd,LINP,BSE,보건의료,생물공학 및 약품,O,null,null
Lincoln Pharmaceuticals Ltd,LINP,NSE,보건의료,생물공학 및 약품,O,null,null
Anuh Pharma,ANUH,BSE,보건의료,생물공학 및 약품,O,null,null
Vimta Labs Ltd,VIML,BSE,보건의료,생물공학 및 약품,O,null,null
Vimta Labs Ltd,VIML,NSE,보건의료,생물공학 및 약품,O,null,null
PTL Enterprises Ltd,PTLE,BSE,보건의료,헬쓰케어 설비,O,null,null
PTL Enterprises Ltd,PTLE,NSE,보건의료,헬쓰케어 설비,O,null,null
Dr Agarwal’s Eye Hospital,DRAG,BSE,보건의료,헬쓰케어 설비,O,null,null
Jenburkt Pharma,JENA,BSE,보건의료,생물공학 및 약품,O,null,null
Bajaj Healthcare Ltd,BAJH,BSE,보건의료,생물공학 및 약품,O,null,null
Ind-Swift Laboratories,ISLB,BSE,보건의료,기간 약품,O,null,null
Ind-Swift Laboratories,ISLB,NSE,보건의료,기간 약품,O,null,null
Mangalam Drugs Organics,MADR,BSE,보건의료,생물공학 및 약품,O,null,null
Mangalam Drugs Organics,MADR,NSE,보건의료,생물공학 및 약품,O,null,null
Ngl Fine Chem,NGLF,BSE,보건의료,생물공학 및 약품,O,null,null
Zenotech Laboratories,ZENL,BSE,보건의료,생물공학 및 약품,O,null,null
Krebs Biochemicals,KREB,NSE,보건의료,생물공학 및 약품,O,null,null
Krebs Biochemicals,KREB,BSE,보건의료,생물공학 및 약품,O,null,null
Kopran Ltd,KPRN,BSE,보건의료,생물공학 및 약품,O,null,null
Kopran Ltd,KPRN,NSE,보건의료,생물공학 및 약품,O,null,null
Opto Circuits,OPTO,NSE,보건의료,의료 장비와 용품,O,null,null
Opto Circuits,OPTO,BSE,보건의료,의료 장비와 용품,O,null,null
Coral Laboratories,CORL,BSE,보건의료,생물공학 및 약품,O,null,null
Albert David,ALBD,BSE,보건의료,생물공학 및 약품,O,null,null
